,question_1,label
1477,who is the first president in Jamaica?,7
1478,"If a tree falls in a forest and no one is around, does it make a sound?",2
1479,What's the TRUE meaning of LIFE..?,1
1480,who has 600points?,7
1481,In what ways does wildlife extinction impacts our world.?,4
1482,where there american snipers in the 101st airborne during world war 2 ?,7
1483,How do they keep dogs who detect drugs not addicted to drugs?,7
1484,"when a paid delinquency on your credit report reaches the end of it's five years, does it just dissappear?",7
1485,why do ppl ask about sex?,7
1486,how do you know when the time is right to advance to the point of intercourse with your girlfriend?,9
1487,How do you use VBA to change the SQL code of an Access query?,5
1488,Favorite songs by the Beatles?,8
1489,How do i make an animated gif or animate an avatar?,5
1490,application of matrices in economics?,2
1491,Who or what do you think built the Pyramids of Egypt?,2
1492,Why every time password field shows either solid big dot (.) or asterisk (*) why not other characters?,5
1493,How do I sign up for Gmail?,5
1494,"Will you help me find a picture of Mayor Adam West,?",7
1495,why can't i get the web pages to cme up when i type them in example annie'smailboxor crrokandchasecountdown bu,7
1496,how to recieve sounds in an acoustic guitar.?,4
1497,why do singers with accents dont sing with accents?,8
1498,what are some medical reasons for not being able to fly?,3
1499,Should G.W. be impeached for all his Lies?,10
1500,"What is the best herbal nonprescribed mediciation for someone w/schizophrenia such as calcium, magmesium,etc?",3
1501,dallascowboys?,6
1502,*HELP* I just got a sore throat last night and I have a Choir concert on Monday...? *HELP*?,3
1503,Did the 1972 Miami Dolphins win the superbowl?,6
1504,I worry too much about what others think of the questions I ask. Should I?,7
1505,When meeting your girlfriend's parents what is the first thing you should do?,1
1506,Can anyone tell me how a tablet(medicine) works?,4
1507,why do some girlfriends like to have sex alot and some dont?,9
1508,what can you say about outsourcing?,1
1509,Will MBA be a good degree for My Career in Software Industry..I already have a MSCS?,4
1510,What's so special about level 2?,7
1511,is this a right time to buy house in sf bay area?,7
1512,where can i find info on a fatal accident that killed my best friend online?,7
1513,How do I create a web page?,5
1514,can you include somebody else's rss feed on your webpage?,5
1515,any home remedies/treatment for a brown recluse spider bite?,3
1516,What do you think of John Lennon?,8
1517,Canada has the Conservative and the Liberal party.  Who is more left?,10
1518,i dont understand smtp (iis) xp??,5
1519,"Starting with a circle, I want to apply an earth map image and then turn to an sphere using photoshop. how?",5
1520,why cant i get laid?,9
1521,what causes eye stys ?,3
1522,do you go to public of private school? dont tell me what school you go to.?,7
1523,Is Gmail the best free email service available currently?,5
1524,Does our sense of taste change as we age?,2
1525,Who is Best Singer of Booywood?,8
1526,Who would win in a no weapon street fight?,8
1527,Was Fatima angry with Abu Bakar ra till her death-sunni view plz?,1
1528,What is an alpha male?,7
1529,I WANT HER SOOOO BAD!!!! I Can't Stop Thinking About Her Constantly!!!!?,9
1530,How to be a millionaire?,7
1531,what is the best way to clean you credit.?,7
1532,do you think that jessica simpson made a mistake to divorce nick?,9
1533,What Certifications Make a Great CV?,5
1534,"Recently,i received a mail it informed me that i won a EAASlottery.is it right one or it belongs to trapping?",7
1535,"I am selling a computer, what is the best way to clear everything from the hard drive?",5
1536,can you be sued for making homemade salve?,3
1537,Cup vs Championship?,6
1538,Basketball?,6
1539,What is the capital of Australia & does it have a separate capital for winter season?,10
1540,Is my membership paid up?,7
1541,Who were the first users of the zipper?,4
1542,how do i become a gay and lesbian rights activisits?,10
1543,"What is the best part time mba program in Atlanta, GA?",4
1544,how do you make a firecracker?,2
1545,cannot get to website www.metlife.com for financial information?,7
1546,hospital t.v.s??,7
1547,How is an economy started?,10
1548,Anyone Remember 'Hands Across America'?  What was the cause?,10
1549,Did Jesus really die on the cross?,7
1550,"Cavernous hemaniomas( around/inside right ear, right neck), possible treatment options?",3
1551,How can there be so many people who do not believe in our current war (here on yahoo alone) yet we're in a war,10
1552,What is the process deskpan.dll?,5
1553,Whats this rock song?,8
1554,who wrote the iliad?,4
1555,Who is the best running back of all time?,6
1556,Is there a studies about spaghetti containing coliform bacteria and E.coli? Is there any website to look for?,2
1557,how can i get a boyfriend? what do they look for in a girl?,7
1558,what is a s-curl?,3
1559,Does anybody know how to Astral Project? (controled out of body experience)?,7
1560,What is the best free photo hosting service?,5
1561,can anybody give me any tips for snowboarding. i desperately need some help because i ran into a tree lol.:)?,6
1562,what is TCP/IP? describe briefly.?,5
1563,Do you Think EMINEM is the best rapper ever????,8
1564,What are the equipments that pediatrician uses to look inside the ears and for eyes?,4
1565,The date of jesus's birth?,4
1566,How can my husband and I make friends?,9
1567,"Should a professional gambler who file Income Tax as a gambler, report losses & wins from online gambling?",7
1568,What is the best way to study a long list of terms?,4
1569,need help for disabled woman in severe hardship situation?,7
1570,What is the best and fastest educational path for a highschool graduate to become a licenced cnra in Phoenix?,4
1571,What is NIGERHYB?,4
1572,"If my work has a water outtage, can they make us stay at work & walk to another building to use the bathroom?",10
1573,"Why do kids love cartoons and old people love soap operas, and old people shows?",8
1574,"What is ""googlebombing""?",7
1575,Who is Stanislav Ianevski?,8
1576,"Where can I find verdicts for Court Cases in Nassau County, NY for 2005?",10
1577,Where in Florida is a house made of coral and built by a 4 ' man?,7
1578,"Which singer(s) performs ""Missing"" (like the desert misses the rain)?",8
1579,What's the fastest way to loose belly fat?,3
1580,how to deploy software to every computer apart of a domain?,5
1581,why do i get so sad when my husband goes camping for 3 days?,9
1582,One purpose of the collision experiments is to study BLANK structure?,2
1583,Where can I find a list of popes?,4
1584,Can  the police tell me that I can not curse in my own back yard?,10
1585,What is the best way to fight allergy?,3
1586,Why does a Kitchen gas burner glow yellow when a pot of boiling water overflows?,2
1587,I'm a guy what can I do to experience multiple orgasms?,7
1588,I want to send a friend an album I put together online.  Is there a place that allows me to send a 80MB file?,5
1589,Which two teams will be at the SuperBowl?,6
1590,How many bowl games has the University of Michigan attended?,6
1591,"What will happen first - a woman president, or an African-American president?",10
1592,what is cricket?,6
1593,what do i do with this 12 inch package ?,7
1594,arteial supply of the heart?,2
1595,How can I read minds? Are we all psychic?,7
1596,What is diferticulitis?,3
1597,Who knows about Michael saakashvili?,10
1598,The ribosomes of prokaryotes has a sedimentation coefficient of ________ while in eukaryotes ________?,7
1599,"I have a sickness in my stomach & I feel like I have to vomit all the time,& diarrea all the time.?",3
1600,What's the world's biggest town?,7
1601,"Ike Glass from Newkirk, Oklahoma serves on the Board of Directors of what bank?",7
1602,Where is the best place to get lost in the wilderness and survive in North America?,7
1603,where do you go to makeout if you have no car and can't be alone at home?,9
1604,What causes bad breath and how do you get rid of it?,3
1605,Are University of Pennsylvania and New York University public or private universities?,4
1606,how do i delete my recent search list in the yahoo browser?,5
1607,where can i get the best gifs?,5
1608,how can  i not b so out of breath?,3
1609,Do insects breathe?,2
1610,what is the biggest bridge in the world?,2
1611,Don't you hate the whole buying Christmas gifts thing?,1
1612,whats the best way for ME to get a Goverment grant to start a small business?,7
1613,do hippos like chocolate pudding?  or do they prefer some other flavor?,2
1614,What are the essential elements of a rule of law in the United States?,10
1615,When does Kingdom Hearts 2 come out in the U.S.?,8
1616,DSL vs. broadband?,5
1617,Do you think humans are better adapted to extreme hot or extreme cold?,7
1618,How to make a backup of your windows registry.?,5
1619,"what is ""intrisic value""?",7
1620,how do i find my soul mate?,9
1621,Iam looking to find a way to see the huble telescope please help this grandpa find it for my babys?,4
1622,how can i save videos i watch using the real player onto my hard disk to watch them when i am offline?,5
